Text,Generic Class,Original class,Source,Dialect
Rawa2 bass el plan ktir te3tir hayda li bi khawwef aktar min el typo sara7a,non-offensive,None,(Raïdy and Harmanani 2023),LB
chou 3ambisir lsene mn awwala na7es alla ystor chi bi khawwef,non-offensive,None,(Raïdy and Harmanani 2023),LB
Yi 5efet 😂😂😂,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ya allah 5efet w ana mali 3alaqa 🤣🤣 bas ma fhemt sho 3m y2ol 7arakat shhho?,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ya mama 5efet,non-offensive,None,(Raïdy and Harmanani 2023),LB
w ana 5efet wala kamen 3ana bl jeme3 3m yze3o w sawto bi na2ez w hala2 siyara bi speacrat 3m tze3 wala 5efet😢😢,non-offensive,None,(Raïdy and Harmanani 2023),LB
5EFET,non-offensive,None,(Raïdy and Harmanani 2023),LB
2rita doctors msh dares awal shi w shwe 5efet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ana 5efet w ana ma 5asne,non-offensive,None,(Raïdy and Harmanani 2023),LB
Exactly.. Ana 5efet yestelmuni 3a hal shi lol,non-offensive,None,(Raïdy and Harmanani 2023),LB
Yi same. 5efet bayyen narcissist,non-offensive,None,(Raïdy and Harmanani 2023),LB
tab 5efet,non-offensive,None,(Raïdy and Harmanani 2023),LB
L3ama ra3abne,non-offensive,None,(Raïdy and Harmanani 2023),LB
Raj l bet baadne aam berjof wlww,non-offensive,None,(Raïdy and Harmanani 2023),LB
moi baadne aam berjof,non-offensive,None,(Raïdy and Harmanani 2023),LB
Kil ma esma3 rannit inno woselne email mnil jem3a bseer berjof,non-offensive,None,(Raïdy and Harmanani 2023),LB
aam berjof,non-offensive,None,(Raïdy and Harmanani 2023),LB
ANA HEKK 3ende phobia mn l rats w mn lamma shefet l video la halla2 3am berjof i hate this,non-offensive,None,(Raïdy and Harmanani 2023),LB
yi w er ash3ar badane aam berjof,non-offensive,None,(Raïdy and Harmanani 2023),LB
Na22aztine. 3am erjof,non-offensive,None,(Raïdy and Harmanani 2023),LB
Khawwafetne 3am erjof 😟,non-offensive,None,(Raïdy and Harmanani 2023),LB
alla yse3edna chou naterna bas nfout,non-offensive,None,(Raïdy and Harmanani 2023),LB
Zaman l Corona mkaffe w mkaffe kel shi aswa2 ma3o ! Ma3 l asaf Allah yestor sho ba3ed naterna,non-offensive,None,(Raïdy and Harmanani 2023),LB
YAA ALLAH FI ENFIJAR JAMBE HALA2 TOLE3 SHU HAYDAAA 7ADA YTAMENE,non-offensive,None,(Raïdy and Harmanani 2023),LB
yaraytne harabet maa hada waeta kenet bi italy ma ken lezim erjaa aanjad,non-offensive,None,(Raïdy and Harmanani 2023),LB
ana 3etlen ham addei rah onsa7 bi ramadan,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ejre bil re3eb,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@Arthur29387050 re3eb hayete 😭😭,non-offensive,None,(Raïdy and Harmanani 2023),LB
liom ken 3abele edhar mnel bet ba3den khefet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Khtana2na 🤢🤢🤢🤢🤢,non-offensive,None,(Raïdy and Harmanani 2023),LB
��🏻 eza fi majel bi mawodou3 l2ajarat kamen yozbat la2an khtana2na,non-offensive,None,(Raïdy and Harmanani 2023),LB
3njad sar lezem yseer shi kbeer Shi mo3jeze tghayer kil shi #khtana2na #khtana2na,non-offensive,None,(Raïdy and Harmanani 2023),LB
Sakhne,non-offensive,None,(Raïdy and Harmanani 2023),LB
No ktir naasen khayef eghfa w ou3a sayrin 2020.,non-offensive,Joke,(Raïdy and Harmanani 2023),LB
Khayef eghfa w ouua b 2020,non-offensive,Joke,(Raïdy and Harmanani 2023),LB
good afternoon ana khayef,non-offensive,None,(Raïdy and Harmanani 2023),LB
Laike khayef totla3 heye el atalet delailah w tkun atalet candace kamen bas i just finished episode 8. Khalas ma tjewbine two episodes left,non-offensive,None,(Raïdy and Harmanani 2023),LB
Khayef bas ha3melha orayeb 😥,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ana khayef a3mel retweet ye2oom 7atetlna list b asameena 3la el gate mn barra😂😂,non-offensive,Joke,(Raïdy and Harmanani 2023),LB
Khayef etala3 tahet l takhet yetla3 joe goldberg b weje,non-offensive,Joke,(Raïdy and Harmanani 2023),LB
wana bas khayef as2al,non-offensive,None,(Raïdy and Harmanani 2023),LB
Khayef oul shi bs byejo l pitchforks,non-offensive,Joke,(Raïdy and Harmanani 2023),LB
Ana ba’eit asma3 sha3byy keteir w khayef 3alla nafsy,non-offensive,None,(Raïdy and Harmanani 2023),LB
aam bekol chocolat aam beshrab red bull w bade dakhen cigara w khayef aamel taki taki b albe,non-offensive,Joke,(Raïdy and Harmanani 2023),LB
khayef tejra7ne metel ma ablak 3emlo 😔,non-offensive,None,(Raïdy and Harmanani 2023),LB
Yea me too bsara7a khayef tkoon fi za7me bint kalb,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Nahna khayfin aala halna men hek dawle,non-offensive,None,(Raïdy and Harmanani 2023),LB
khayfin mnel wade3 amne ya babyyyyy,non-offensive,Joke,(Raïdy and Harmanani 2023),LB
Ya mami ktir khayfin menkon,non-offensive,Sarcasm,(Raïdy and Harmanani 2023),LB
Cheyef..,non-offensive,Saying,(Raïdy and Harmanani 2023),LB
Kheyfin wehyetak,non-offensive,None,(Raïdy and Harmanani 2023),LB
I zoomed in w 5efet 😳ma bjarib heik shi Ano kif ma ntabaho,non-offensive,None,(Raïdy and Harmanani 2023),LB
awal km senye ra3abne,non-offensive,None,(Raïdy and Harmanani 2023),LB
3am erjof mnl khof,non-offensive,None,(Raïdy and Harmanani 2023),LB
"Allah wakilkon bas et3araf 3a wahad b riyad soloh w y2oul ""ane"" bsir erjof",offensive,Sectarianism,(Raïdy and Harmanani 2023),LB
Yalla naterna khazou2 mrattab,non-offensive,Saying,(Raïdy and Harmanani 2023),LB
��😔😔😔😔😔😔😔shi b2ate3 l aleb shou ba3d naterna 😔,non-offensive,None,(Raïdy and Harmanani 2023),LB
Haram 3lek ma tkoun sadi2 ma3 7elak.wma3 lnes bi haidi lmar7ali..fi rab fo2 naterna ta y7esibna,non-offensive,None,(Raïdy and Harmanani 2023),LB
FI ENFIJAR SHOU HAL SOT OMG,non-offensive,None,(Raïdy and Harmanani 2023),LB
Sot enfijar??,non-offensive,None,(Raïdy and Harmanani 2023),LB
Betlaa aal dahye marra bl sene w b hal marra byetlaa sot ka2en enfijar w ahle ma aarfenin aradiye wen i swear i got a little heart attack,non-offensive,None,(Raïdy and Harmanani 2023),LB
Aade haw lmjburin n3ish ma3un blbnen sadly,non-offensive,None,(Raïdy and Harmanani 2023),LB
Badal ma edros ta lahe2 khales aam ebke w faker chu bede ella la mom bs tes2alne “kif 3melte bl mseb2a” bukra. Eza elet mnih w sa2atet maha ekhlas mn lsena w eza eltela mch mnih maha ekhlas mn lsena. W eza elet aade ha tes2alne kif yaane aade. Chu baaml b hayete,non-offensive,Joke,(Raïdy and Harmanani 2023),LB
Bdall 3etlen hamm ykoun fi shi man😔,non-offensive,None,(Raïdy and Harmanani 2023),LB
hahaha. ya zalame wala 3etlen hamo,non-offensive,None,(Raïdy and Harmanani 2023),LB
Sara7a ana 3etlen ham yenzal l tayyar 3al ard,non-offensive,None,(Raïdy and Harmanani 2023),LB
3etlen ham ref2ate jeyin men beirut la3ende,non-offensive,None,(Raïdy and Harmanani 2023),LB
La2en fi khof w La2en ahaliyoun aylinloun to do that to be safe the same parents that lived the economic fear 30 years ago . Khifenin men khyelna w ba3da el 3alam btes2al lesh 3am nes7ab ma3ashetna from the banks,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ughhh shakheet mn el khof,non-offensive,None,(Raïdy and Harmanani 2023),LB
Nchala! Bas khof el tene ykunu sa7abu w da2u atel!,non-offensive,None,(Raïdy and Harmanani 2023),LB
kif ble2e 3alam ba3refa bi stories 3alam gher ba3refa kamen leh el kell bya3rif ba3do ayre bel khof,offensive,Foul language,(Raïdy and Harmanani 2023),LB
ay*e bl re3eb wtf,offensive,Foul language,(Raïdy and Harmanani 2023),LB
��😂😂😂😂😂😂😂 hayda film re3eb,non-offensive,None,(Raïdy and Harmanani 2023),LB
Eh mazbut w yale 3m yet3aradulo l lbc ktir re3eb,non-offensive,None,(Raïdy and Harmanani 2023),LB
Haset hale bi film re3eb herbenee 😂😂,non-offensive,None,(Raïdy and Harmanani 2023),LB
Khtana2na mn lwade3,non-offensive,None,(Raïdy and Harmanani 2023),LB
za3al shadeed bro,non-offensive,None,(Raïdy and Harmanani 2023),LB
Khalas be3tezer,non-offensive,None,(Raïdy and Harmanani 2023),LB
Yaret kell hmoume hekkkk,non-offensive,None,(Raïdy and Harmanani 2023),LB
Hahahaha za3al 😔,non-offensive,None,(Raïdy and Harmanani 2023),LB
Bonjour ana ma2houra bye,non-offensive,None,(Raïdy and Harmanani 2023),LB
Fahachet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ana aktar shi ma2houra men siyaraton saraha,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ma bsade2 fi ness hek bthki bs tchouf ghayra ma2houra w madroubi ala yse3dna,non-offensive,None,(Raïdy and Harmanani 2023),LB
:( z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
ktir z3elet enno NBN msh ne2le 3eres tony bec live😔,non-offensive,None,(Raïdy and Harmanani 2023),LB
"@najwakaram sarli sene w nos betlob menik tghanili ""wroud l daar"" aktar ghiniyeh b7eba bel 7afleet li bkoun fiya w ekher marra wa3adtini marteen w ma ghanaytiha 😢 z3elet menik Ghanili yeha bel 7afle l jeey please 😢🌸❤",non-offensive,None,(Raïdy and Harmanani 2023),LB
La2 z3elet ma be2bal 😤,non-offensive,None,(Raïdy and Harmanani 2023),LB
z3elet x2😔,non-offensive,None,(Raïdy and Harmanani 2023),LB
Same!!ktir tdeya2t w z3elet. Bss 3am y2ool 3emel fhoosat w 3am ydefe3 3an halo. We have to wait and see before ppl Start judging him.,non-offensive,None,(Raïdy and Harmanani 2023),LB
Nsit t2oul merci ana z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Michael tole3 m2ayar bro ktir z3elet he was my favourite 😔,non-offensive,None,(Raïdy and Harmanani 2023),LB
Wlaaaa? Merci 3anjad z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Z3elet men albe,non-offensive,None,(Raïdy and Harmanani 2023),LB
no z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Z3elet bas shelton hasset eno rahet sha2fe menne,non-offensive,None,(Raïdy and Harmanani 2023),LB
Enno z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ana ma 3emletle retweet w z3elet w huhhh 😫😫 @HaifaWehbe,non-offensive,None,(Raïdy and Harmanani 2023),LB
Okay ana ktir z3elet halla2,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ma bhayete z3elet Hal ad,non-offensive,None,(Raïdy and Harmanani 2023),LB
saraha z3elet la2eno tlo3te bta3rfi im sorry,non-offensive,None,(Raïdy and Harmanani 2023),LB
La2 ma tafa2na. I Lead the rebellion... Mafik tna2e jabha tenye w en plus that kind of jabha. Ana z3elet.,non-offensive,None,(Raïdy and Harmanani 2023),LB
Meskeen 7ata ana z3elet 3aleh,non-offensive,None,(Raïdy and Harmanani 2023),LB
bro z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Shayfe🥺 e3malele retweet 3ashan z3elet😂😂😭😭,non-offensive,None,(Raïdy and Harmanani 2023),LB
ktir z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
@najwakaram Khalas z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
"2rita ""bang"".. . Z3elet shwa",non-offensive,None,(Raïdy and Harmanani 2023),LB
ma to2ta men l awwal bas z3elet 3laya ekhr 2 episodes :(,non-offensive,None,(Raïdy and Harmanani 2023),LB
ana ktir t3ebet mnel 7ayet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Khalas please t3ebet mnel LU mane edir ba2a,non-offensive,None,(Raïdy and Harmanani 2023),LB
t3ebet men el ajaneb bedi erja3 la Dubai 🥺,non-offensive,None,(Raïdy and Harmanani 2023),LB
Plz iphone matnazlo telephone jdid t3ebet w ana ensam kermel eshtre wahad jdid kel mara 😢,non-offensive,None,(Raïdy and Harmanani 2023),LB
I'm sorry ennak t3ebet te7ke. this is what happens wa2ta 7ezbak ykhabbes la hal daraje w enta baddak tra22e3 wara 7atta law you are defying all logic. akid baddak tet3ab. get well soon &lt;3,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ma fi 7ada 3am ya3mele snap im so sad wallahi t3ebet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ana kamen badde. Ktir kasre eza kel ma bade enzal w otlaa aa baabda bade atleast 9$😭 t3ebet w te3bit jaybte maae.,non-offensive,None,(Raïdy and Harmanani 2023),LB
ana kteer t3ebet emteen ha ye5las el semester,non-offensive,None,(Raïdy and Harmanani 2023),LB
Please bade nem t3ebet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ba3edni ze3lene menak tho,non-offensive,None,(Raïdy and Harmanani 2023),LB
My friend li battalna metel abel 3am tehke ma3e w tes2alne eza ze3lene menna w ana ha fahhesh ana w 3am behkia,non-offensive,None,(Raïdy and Harmanani 2023),LB
Brahmet sette ze3lene menik ktir hek Bye,non-offensive,None,(Raïdy and Harmanani 2023),LB
@najwakaram ze3lene menik,non-offensive,None,(Raïdy and Harmanani 2023),LB
sage and shi bas ma habbeit saraha,non-offensive,None,(Raïdy and Harmanani 2023),LB
MA FIKE TA3MLE HEKE 3AM BEBKE,non-offensive,None,(Raïdy and Harmanani 2023),LB
Eltlkon one like leh saro tlete badkon yene dal hon 3am bebke😭,non-offensive,None,(Raïdy and Harmanani 2023),LB
Wehyet alla. Hala2 3am bebke😭😭,non-offensive,None,(Raïdy and Harmanani 2023),LB
Mbere7 kenet 3am ber2os at this time of hour w lyom 3am bebke,non-offensive,None,(Raïdy and Harmanani 2023),LB
Rah ethaddar nafsiyyan la nem 3am bebke,non-offensive,None,(Raïdy and Harmanani 2023),LB
3am bebke sayir kel orb3a,non-offensive,None,(Raïdy and Harmanani 2023),LB
3am bebke mtl l wled,non-offensive,None,(Raïdy and Harmanani 2023),LB
Kel ma chouf hal vidéo 3youni b sirou dmou3😭💜💜,non-offensive,None,(Raïdy and Harmanani 2023),LB
bade ebke bas batal fi dmou3,non-offensive,None,(Raïdy and Harmanani 2023),LB
yi z3elet 😔😔,non-offensive,None,(Raïdy and Harmanani 2023),LB
HAHAHAAHHAHA ana ktir z3elet saraha,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ana z3elet aanak,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ktir z3elet enne 7darto,non-offensive,None,(Raïdy and Harmanani 2023),LB
Hahaha khalas z3elet o rawahet,non-offensive,None,(Raïdy and Harmanani 2023),LB
It is walla w sara7a 8 episodes a5ado wa2te w ktir action bs eno z3elet 😥,non-offensive,None,(Raïdy and Harmanani 2023),LB
Okay bas z3elet netfe 😅😅,non-offensive,None,(Raïdy and Harmanani 2023),LB
ahahahhaha tab walaw ya3ne z3elet 3al walad,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ktirrrrrr z3elet eno ma shefton w kenet lyom fo22,non-offensive,None,(Raïdy and Harmanani 2023),LB
Eh fhemet bs z3elet l2ano ken lkel bl kel 3ana,non-offensive,None,(Raïdy and Harmanani 2023),LB
Kenet bheba w bheb southa bket lama matet z3elet 3layha Allah yer7mha 🙏🏻,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ana ktir z3elet eno kholis l croissant,non-offensive,None,(Raïdy and Harmanani 2023),LB
mabaddeh z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ktir z3elet teb,non-offensive,None,(Raïdy and Harmanani 2023),LB
Wallah z3elet eno ma kont 3arfeh😭💔💔,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ana z3elet ma 3abbartine,non-offensive,None,(Raïdy and Harmanani 2023),LB
Kholsit ltweet w ente mabsouta so z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
still z3elet feyte shateb,non-offensive,None,(Raïdy and Harmanani 2023),LB
HAHAHAHAHAH bass haram Angela bhebba ana...z3elet bass chefet l video 😢,non-offensive,None,(Raïdy and Harmanani 2023),LB
bede ebke z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Badee ebke shou z3elet 3layha Allah yerhama w ysaber yalle b7eboha rouha bl janne ♥️🙏🏻,non-offensive,None,(Raïdy and Harmanani 2023),LB
Walla z3elet fallaloo. Kein byestehal senten ba3ed 3anna. Bas yalla bro hayda hal l football.,non-offensive,None,(Raïdy and Harmanani 2023),LB
ana 3refet leh w z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Z3elet?,non-offensive,None,(Raïdy and Harmanani 2023),LB
Leish 3refet Enno bayak ba3ed hal zaman z3elet ma allak,non-offensive,None,(Raïdy and Harmanani 2023),LB
Bala manyake ktir z3elet aa hal khabreeyye,non-offensive,None,(Raïdy and Harmanani 2023),LB
Leh mich hek bisir bil we2i3 bye2etlou el atil webyemchou bi jneztou... Ktir z3elet 3a hal niheye ma btest7e2,non-offensive,None,(Raïdy and Harmanani 2023),LB
AAAAAAAAA BEKAFFFFFIIIIIII T3EBET FINAL 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,non-offensive,None,(Raïdy and Harmanani 2023),LB
ktiir t3ebet kelo dahech w mafi waet😭😭😭😭 w bt2ule ma bet2adme medde m3ayne bas barke adamte w meche hala hek ma bte3tali hama baeden bas mafi waet😭,non-offensive,None,(Raïdy and Harmanani 2023),LB
T3ebet wallah t3ebet. Bekaffi,non-offensive,None,(Raïdy and Harmanani 2023),LB
T3ebet ha mout,non-offensive,None,(Raïdy and Harmanani 2023),LB
Wallah ya dana t3ebet,non-offensive,None,(Raïdy and Harmanani 2023),LB
T3ebet eshrab may,non-offensive,None,(Raïdy and Harmanani 2023),LB
T3ebet 😔,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ktir t3ebet w ktir badde ebke.,non-offensive,None,(Raïdy and Harmanani 2023),LB
7ad y7ebni 5alas t3ebet nafsiyan wallah,non-offensive,None,(Raïdy and Harmanani 2023),LB
Wallah t3ebet 😭😭😭,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ktir ze3lene enno ma zabatellik your account,non-offensive,None,(Raïdy and Harmanani 2023),LB
nemet ze3lene bs w3it mabsouta la2an hlemet eno sorna kelna chicken nuggets,non-offensive,None,(Raïdy and Harmanani 2023),LB
5alas yarroush ma7ada chef shi 😑 bass ma badna yeke ze3lene 😔😔😭,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ana ktir ze3lene,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ana ze3lene menak aslan,non-offensive,None,(Raïdy and Harmanani 2023),LB
Jess nezli teswir w ento 3m tda7ako w ana mar3oube yekhreb baytkon,non-offensive,None,(Raïdy and Harmanani 2023),LB
3am bebke man shu hal ossa l 7azine,non-offensive,None,(Raïdy and Harmanani 2023),LB
Rje3et mn l jem3a Ma baaref iza bebke abel aw bnem abel Aw bnem ana w 3am bebke Aw bebke ana w neyem,non-offensive,None,(Raïdy and Harmanani 2023),LB
literally 3am bebke mnel cramps,non-offensive,None,(Raïdy and Harmanani 2023),LB
Mech eno 3am bebke... Mfa7che.,non-offensive,None,(Raïdy and Harmanani 2023),LB
Broo 3am bebke L ajyel kermela la wara,non-offensive,None,(Raïdy and Harmanani 2023),LB
Omg msh 3ajbek? Khalas z3elet ☹️,non-offensive,None,(Raïdy and Harmanani 2023),LB
aktar shi daya3ne bel hayet was when i watched his highlights kteer z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ah wallah z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ana z3elet kif ma3 kell my efforts ma bayab leb 3al list,non-offensive,None,(Raïdy and Harmanani 2023),LB
ktirr z3elet bs 3refet bl khabar nafso bl samaaa  haydee mashi2it rabna,non-offensive,None,(Raïdy and Harmanani 2023),LB
ANA KMNN Z3elet enoo walaw kenet haddooo,non-offensive,None,(Raïdy and Harmanani 2023),LB
Bass 2eltellak heik z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
@najwakaram Ma3 l 3elem eni re7et kaza marra 3a #ArabsGotTalent bas bas kermel shoufik 3n areeb w e7kiki bas wala marra 7ada ykhalini salem 3layki.. Bas l sabef lmaade bel zet aktar youm z3elet fi.. ⬇ #ArabsGotTalent,non-offensive,None,(Raïdy and Harmanani 2023),LB
Hahaahahahaahahaahahahaah No wala z3elet.. shway,non-offensive,None,(Raïdy and Harmanani 2023),LB
@najwakaram hayda elik  marteen kent bade 3aydik w salem 3layki l sabet w mberi7 w ma edret.. Kteer z3elet Bas kteer b7ebik Ma b3ref eza rej3ou wasalolik l wardet mberi7 Nshallah tkouni sheftiyon..,non-offensive,None,(Raïdy and Harmanani 2023),LB
z3elet w khallaset,non-offensive,None,(Raïdy and Harmanani 2023),LB
ktirr z3elet 😭😭,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ok z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
La2 ma t2ouliya khalas z3elet,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ana l soboh bas 3refet enno ma feye koon metla wala metel 3abbes zahri z3elet w 3abbaret 3an za3ale b tweet,non-offensive,None,(Raïdy and Harmanani 2023),LB
